Report: Timing
Solution,,,,,,,,,,,Latency Cycles,Latency Time,Throughput Cycles,Throughput Time,Iterations,Total Cycles,Logical Input Delay,Max Input Delay,Logical Output Delay,Max Output Delay,Logical Max Delay,Max Delay,Slack,Clock Period,
lenet.v1,,,,,,,,,,,1516630,15166300.0,1518230,15182300.0,,,0.0,0.209,0.209,0.209,6.6913,6.6913,2.058681570821296,10.0
lenet.v1,lenet,core,,,,,,,,,1516630,15166300.0,1518230,15182300.0,,1518230,,,,,,,,
lenet.v1,lenet,core,core:rlp,,,,,,,,1516630,15166300.0,1518230,15182300.0,Infinite,1518230,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,,,,,,,1516630,15166300.0,1518230,15182300.0,Infinite,1518230,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,,,,,,,,136926,1369260.0,6,136926,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW_CLR,,,,,,,9576,95760.0,28,9576,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW_CLR,COL_CLR,,,,,,9408,94080.0,28,9408,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW,,,,,,,113064,1130640.0,28,113064,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW,COL,,,,,,112896,1128960.0,28,112896,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW,COL,K_ROW,,,,,98784,987840.0,3,98784,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW,COL,K_ROW,K_COL,,,,84672,846720.0,3,84672,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW_CPY,,,,,,,14280,142800.0,28,14280,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM,ROW_CPY,COL_CPY,,,,,,14112,141120.0,28,14112,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM#1,,,,,,,,14286,142860.0,6,14286,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM#1,ROW#1,,,,,,,14280,142800.0,28,14280,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM#1,ROW#1,COL#1,,,,,,14112,141120.0,28,14112,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM#2,,,,,,,,14202,142020.0,6,14202,,,,,,,,
lenet.v1,lenet,core,core:rlp,main,OFM#2,ROW#2,,,,,,,14196,141960.0,14,14196,,,,,,,,
